رقم_السجل,اسم_المعرض,اسم_السيارة,ماركة_السيارة,موديل_السيارة,سنة_الصنع,السعر_بالدولار,الممشى_كم,لون_السيارة,ناقل_الحركة,نوع_الوقود,حالة_السيارة,رقم_الهاتف,المدينة,صورة_السيارة
7063,معرض السيارات الحديثة,تويوتا كورولا,تويوتا,كورولا,2026,46200,0,أسود,عادي,هجين,جديدة,745198293,صنعاء,/static/images/cars/أسود_كورولا_تويوتا.car.svg
7064,معرض الرواد,هوندا أكورد,هوندا,أكورد,2021,28300,71503,أبيض,أوتوماتيك,هجين,مستعملة,758375213,المكلا,/static/images/cars/أبيض_أكورد_هوندا.car.svg
7065,معرض النخبة,بي إم دبليو X5,بي إم دبليو,X5,2025,59000,11441,أبيض,عادي,بنزين,مستعملة,744995159,حضرموت,/static/images/cars/أبيض_X5_بي إم دبليو.car.svg
7066,معرض التميز,مرسيدس E-Class,مرسيدس,E-Class,2016,39100,136527,لؤلؤي,أوتوماتيك,بنزين,مستعملة,778671036,ذمار,/static/images/cars/لؤلؤي_E-Class_مرسيدس.car.svg
7067,معرض النجوم,تويوتا هايلاندر,تويوتا,هايلاندر,2025,40100,18724,أحمر,أوتوماتيك,بنزين,مستعملة,718266308,الحديدة,/static/images/cars/أحمر_هايلاندر_تويوتا.car.svg
7068,معرض القمة,هوندا CR-V,هوندا,CR-V,2018,21200,120790,لؤلؤي,أوتوماتيك,بنزين,مستعملة,711484006,حضرموت,/static/images/cars/لؤلؤي_CR-V_هوندا.car.svg
7069,معرض القمة,هيونداي سوناتا,هيونداي,سوناتا,2015,8800,174076,أسود,أوتوماتيك,بنزين,مستعملة,758638710,المكلا,/static/images/cars/أسود_سوناتا_هيونداي.car.svg
7070,معرض التميز,هوندا بايلوت,هوندا,بايلوت,2022,29900,41403,أزرق,أوتوماتيك,بنزين,مستعملة,723384713,عدن,/static/images/cars/أزرق_بايلوت_هوندا.car.svg
7071,معرض النجوم,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2025,57400,9893,أسود,أوتوماتيك,هجين,مستعملة,757621822,إب,/static/images/cars/أسود_الفئة الخامسة_بي إم دبليو.car.svg
7072,معرض النجوم,هوندا سيفيك,هوندا,سيفيك,2026,39800,5000,أحمر,عادي,ديزل,مستعملة,763567820,صنعاء,/static/images/cars/أحمر_سيفيك_هوندا.car.svg
7073,معرض السيارات الحديثة,هوندا بايلوت,هوندا,بايلوت,2022,30100,53071,لؤلؤي,أوتوماتيك,بنزين,مستعملة,778220120,تعز,/static/images/cars/لؤلؤي_بايلوت_هوندا.car.svg
7074,معرض القمة,فورد إيدج,فورد,إيدج,2024,38800,28597,أزرق,عادي,هجين,مستعملة,729207764,إب,/static/images/cars/أزرق_إيدج_فورد.car.svg
7075,معرض النجوم,بي إم دبليو X3,بي إم دبليو,X3,2018,43200,123857,أبيض,عادي,ديزل,مستعملة,788165498,الحديدة,/static/images/cars/أبيض_X3_بي إم دبليو.car.svg
7076,معرض النجوم,مرسيدس C-Class,مرسيدس,C-Class,2015,36300,158619,لؤلؤي,أوتوماتيك,بنزين,مستعملة,794238019,صنعاء,/static/images/cars/لؤلؤي_C-Class_مرسيدس.car.svg
7077,معرض النجوم,مرسيدس C-Class,مرسيدس,C-Class,2021,50800,73617,أزرق,أوتوماتيك,كهربائي,مستعملة,759019309,الحديدة,/static/images/cars/أزرق_C-Class_مرسيدس.car.svg
7078,معرض الرواد,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2015,34300,133894,أسود,عادي,بنزين,مستعملة,795826786,حضرموت,/static/images/cars/أسود_الفئة الخامسة_بي إم دبليو.car.svg
7079,معرض النجوم,تويوتا كامري,تويوتا,كامري,2020,26300,74469,أحمر,عادي,بنزين,مستعملة,745303311,ذمار,/static/images/cars/أحمر_كامري_تويوتا.car.svg
7080,معرض السيارات الحديثة,تويوتا راف فور,تويوتا,راف فور,2022,34700,70579,أزرق,أوتوماتيك,هجين,مستعملة,745979753,ذمار,/static/images/cars/أزرق_راف فور_تويوتا.car.svg
7081,معرض النخبة,بي إم دبليو X5,بي إم دبليو,X5,2026,64700,0,أحمر,عادي,ديزل,جديدة,778309936,صنعاء,/static/images/cars/أحمر_X5_بي إم دبليو.car.svg
7082,معرض السيارات الحديثة,تويوتا كورولا,تويوتا,كورولا,2026,50000,0,أبيض,أوتوماتيك,هجين,جديدة,752979503,إب,/static/images/cars/أبيض_كورولا_تويوتا.car.svg
7083,معرض النخبة,هيونداي سانتافي,هيونداي,سانتافي,2019,21200,82071,أزرق,أوتوماتيك,كهربائي,مستعملة,782494405,عدن,/static/images/cars/أزرق_سانتافي_هيونداي.car.svg
7084,معرض التميز,مرسيدس E-Class,مرسيدس,E-Class,2017,38800,131689,لؤلؤي,أوتوماتيك,هجين,مستعملة,775008877,تعز,/static/images/cars/لؤلؤي_E-Class_مرسيدس.car.svg
7085,معرض التميز,هيونداي إلنترا,هيونداي,إلنترا,2024,31200,31060,رمادي,أوتوماتيك,هجين,مستعملة,784744466,ذمار,/static/images/cars/رمادي_إلنترا_هيونداي.car.svg
7086,معرض الأصالة,هيونداي سوناتا,هيونداي,سوناتا,2017,17700,104638,لؤلؤي,عادي,هجين,مستعملة,716441522,عدن,/static/images/cars/لؤلؤي_سوناتا_هيونداي.car.svg
7087,معرض الرواد,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2019,42600,69679,أبيض,عادي,هجين,مستعملة,766065630,صنعاء,/static/images/cars/أبيض_الفئة الخامسة_بي إم دبليو.car.svg
7088,معرض السيارات الحديثة,بي إم دبليو X5,بي إم دبليو,X5,2016,38500,126031,رمادي,أوتوماتيك,ديزل,مستعملة,779761220,ذمار,/static/images/cars/رمادي_X5_بي إم دبليو.car.svg
7089,معرض الأصالة,فورد إكسبلورر,فورد,إكسبلورر,2019,26900,111904,أزرق,عادي,هجين,مستعملة,764259913,إب,/static/images/cars/أزرق_إكسبلورر_فورد.car.svg
7090,معرض الأصالة,هيونداي سانتافي,هيونداي,سانتافي,2018,17500,124404,أزرق,أوتوماتيك,هجين,مستعملة,729954284,تعز,/static/images/cars/أزرق_سانتافي_هيونداي.car.svg
7091,معرض الأصالة,هيونداي توسان,هيونداي,توسان,2016,13600,142137,رمادي,عادي,بنزين,مستعملة,711718094,حضرموت,/static/images/cars/رمادي_توسان_هيونداي.car.svg
7092,معرض السيارات الحديثة,تويوتا هايلاندر,تويوتا,هايلاندر,2023,34000,32369,أسود,عادي,ديزل,مستعملة,793336157,الحديدة,/static/images/cars/أسود_هايلاندر_تويوتا.car.svg
7093,معرض النجوم,هوندا سيفيك,هوندا,سيفيك,2019,25100,67522,لؤلؤي,عادي,بنزين,مستعملة,787067553,الحديدة,/static/images/cars/لؤلؤي_سيفيك_هوندا.car.svg
7094,معرض السيارات الحديثة,مرسيدس E-Class,مرسيدس,E-Class,2019,45500,73839,أحمر,أوتوماتيك,هجين,مستعملة,752998030,تعز,/static/images/cars/أحمر_E-Class_مرسيدس.car.svg
7095,معرض النخبة,مرسيدس GLC,مرسيدس,GLC,2019,44600,93771,أسود,أوتوماتيك,بنزين,مستعملة,730380682,المكلا,/static/images/cars/أسود_GLC_مرسيدس.car.svg
7096,معرض التميز,هيونداي سوناتا,هيونداي,سوناتا,2018,21300,92641,أحمر,عادي,بنزين,مستعملة,777177290,صنعاء,/static/images/cars/أحمر_سوناتا_هيونداي.car.svg
7097,معرض النخبة,هيونداي توسان,هيونداي,توسان,2018,17300,140179,رمادي,عادي,بنزين,مستعملة,764160389,الحديدة,/static/images/cars/رمادي_توسان_هيونداي.car.svg
7098,معرض السيارات الحديثة,تويوتا هايلاندر,تويوتا,هايلاندر,2025,47700,0,أحمر,أوتوماتيك,هجين,جديدة,792392177,المكلا,/static/images/cars/أحمر_هايلاندر_تويوتا.car.svg
7099,معرض السيارات الحديثة,هيونداي سوناتا,هيونداي,سوناتا,2025,41600,0,فضي,أوتوماتيك,هجين,جديدة,776832623,المكلا,/static/images/cars/فضي_سوناتا_هيونداي.car.svg
7100,معرض التميز,هوندا أكورد,هوندا,أكورد,2023,32400,53896,فضي,أوتوماتيك,ديزل,مستعملة,739267908,حضرموت,/static/images/cars/فضي_أكورد_هوندا.car.svg
7101,معرض السيارات الحديثة,مرسيدس S-Class,مرسيدس,S-Class,2025,66100,0,أسود,أوتوماتيك,هجين,جديدة,796565971,إب,/static/images/cars/أسود_S-Class_مرسيدس.car.svg
7102,معرض النخبة,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2018,42200,110225,أسود,أوتوماتيك,ديزل,مستعملة,731560417,حضرموت,/static/images/cars/أسود_الفئة الخامسة_بي إم دبليو.car.svg
7103,معرض القمة,فورد إكسبيديشن,فورد,إكسبيديشن,2026,48700,0,أبيض,عادي,ديزل,جديدة,760689414,إب,/static/images/cars/أبيض_إكسبيديشن_فورد.car.svg
7104,معرض التميز,فورد إيدج,فورد,إيدج,2025,42600,20871,أزرق,عادي,هجين,مستعملة,752414324,عدن,/static/images/cars/أزرق_إيدج_فورد.car.svg
7105,معرض التميز,هوندا بايلوت,هوندا,بايلوت,2015,17700,112861,أبيض,عادي,هجين,مستعملة,740383987,المكلا,/static/images/cars/أبيض_بايلوت_هوندا.car.svg
7106,معرض الأصالة,تويوتا راف فور,تويوتا,راف فور,2020,29000,85110,فضي,عادي,كهربائي,مستعملة,793886681,عدن,/static/images/cars/فضي_راف فور_تويوتا.car.svg
7107,معرض الأصالة,فورد موستانج,فورد,موستانج,2018,22000,144377,رمادي,عادي,ديزل,مستعملة,726770827,الحديدة,/static/images/cars/رمادي_موستانج_فورد.car.svg
7108,معرض الأصالة,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2017,36500,136767,أبيض,أوتوماتيك,هجين,مستعملة,724639573,عدن,/static/images/cars/أبيض_الفئة الخامسة_بي إم دبليو.car.svg
7109,معرض النجوم,مرسيدس C-Class,مرسيدس,C-Class,2020,49400,57373,رمادي,أوتوماتيك,هجين,مستعملة,766325960,إب,/static/images/cars/رمادي_C-Class_مرسيدس.car.svg
7110,معرض الرواد,فورد إكسبلورر,فورد,إكسبلورر,2025,43500,6348,فضي,أوتوماتيك,هجين,مستعملة,787707801,المكلا,/static/images/cars/فضي_إكسبلورر_فورد.car.svg
7111,معرض الرواد,هوندا بايلوت,هوندا,بايلوت,2018,21900,109700,أحمر,أوتوماتيك,ديزل,مستعملة,748971046,المكلا,/static/images/cars/أحمر_بايلوت_هوندا.car.svg
7112,معرض القمة,هيونداي إلنترا,هيونداي,إلنترا,2026,37200,5000,لؤلؤي,أوتوماتيك,كهربائي,مستعملة,730001479,صنعاء,/static/images/cars/لؤلؤي_إلنترا_هيونداي.car.svg
7113,معرض النخبة,فورد إكسبلورر,فورد,إكسبلورر,2016,19700,105342,لؤلؤي,عادي,بنزين,مستعملة,788503334,ذمار,/static/images/cars/لؤلؤي_إكسبلورر_فورد.car.svg
7114,معرض الأصالة,هيونداي سانتافي,هيونداي,سانتافي,2022,30100,61364,أسود,عادي,هجين,مستعملة,763924675,الحديدة,/static/images/cars/أسود_سانتافي_هيونداي.car.svg
7115,معرض النجوم,هيونداي سانتافي,هيونداي,سانتافي,2020,24100,89047,أسود,أوتوماتيك,كهربائي,مستعملة,790055736,الحديدة,/static/images/cars/أسود_سانتافي_هيونداي.car.svg
7116,معرض السيارات الحديثة,هيونداي سانتافي,هيونداي,سانتافي,2022,29600,38536,فضي,أوتوماتيك,هجين,مستعملة,755001469,تعز,/static/images/cars/فضي_سانتافي_هيونداي.car.svg
7117,معرض القمة,هوندا سيفيك,هوندا,سيفيك,2023,35600,44285,لؤلؤي,أوتوماتيك,بنزين,مستعملة,798395087,المكلا,/static/images/cars/لؤلؤي_سيفيك_هوندا.car.svg
7118,معرض النخبة,فورد موستانج,فورد,موستانج,2025,42800,13983,أبيض,عادي,بنزين,مستعملة,779811906,ذمار,/static/images/cars/أبيض_موستانج_فورد.car.svg
7119,معرض التميز,هوندا أكورد,هوندا,أكورد,2022,33600,39111,أزرق,عادي,كهربائي,مستعملة,799876958,حضرموت,/static/images/cars/أزرق_أكورد_هوندا.car.svg
7120,معرض الرواد,فورد إكسبلورر,فورد,إكسبلورر,2022,34700,53710,أبيض,أوتوماتيك,هجين,مستعملة,734792213,الحديدة,/static/images/cars/أبيض_إكسبلورر_فورد.car.svg
7121,معرض التميز,هيونداي توسان,هيونداي,توسان,2021,26100,63729,رمادي,عادي,بنزين,مستعملة,771239186,تعز,/static/images/cars/رمادي_توسان_هيونداي.car.svg
7122,معرض النجوم,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2021,48700,69311,فضي,عادي,بنزين,مستعملة,712166141,الحديدة,/static/images/cars/فضي_الفئة الثالثة_بي إم دبليو.car.svg
7123,معرض التميز,هيونداي توسان,هيونداي,توسان,2015,10000,123058,أزرق,أوتوماتيك,ديزل,مستعملة,747261843,المكلا,/static/images/cars/أزرق_توسان_هيونداي.car.svg
7124,معرض التميز,مرسيدس GLC,مرسيدس,GLC,2025,64600,0,أزرق,أوتوماتيك,هجين,جديدة,784610594,المكلا,/static/images/cars/أزرق_GLC_مرسيدس.car.svg
7125,معرض التميز,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2020,47100,103626,فضي,أوتوماتيك,كهربائي,مستعملة,793700580,ذمار,/static/images/cars/فضي_الفئة الخامسة_بي إم دبليو.car.svg
7126,معرض الأصالة,فورد موستانج,فورد,موستانج,2024,40100,20135,لؤلؤي,عادي,ديزل,مستعملة,744072853,عدن,/static/images/cars/لؤلؤي_موستانج_فورد.car.svg
7127,معرض الأصالة,هيونداي سانتافي,هيونداي,سانتافي,2022,30000,54078,أزرق,عادي,ديزل,مستعملة,723838118,ذمار,/static/images/cars/أزرق_سانتافي_هيونداي.car.svg
7128,معرض الرواد,تويوتا كامري,تويوتا,كامري,2023,36000,26749,أزرق,أوتوماتيك,هجين,مستعملة,756085784,عدن,/static/images/cars/أزرق_كامري_تويوتا.car.svg
7129,معرض الأصالة,تويوتا كامري,تويوتا,كامري,2021,31400,79142,أسود,عادي,ديزل,مستعملة,759167857,الحديدة,/static/images/cars/أسود_كامري_تويوتا.car.svg
7130,معرض الرواد,تويوتا كامري,تويوتا,كامري,2025,40100,14606,أسود,عادي,بنزين,مستعملة,747077679,تعز,/static/images/cars/أسود_كامري_تويوتا.car.svg
7131,معرض الأصالة,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2017,37000,157234,رمادي,عادي,هجين,مستعملة,742348666,صنعاء,/static/images/cars/رمادي_الفئة الثالثة_بي إم دبليو.car.svg
7132,معرض التميز,تويوتا هايلاندر,تويوتا,هايلاندر,2015,14400,199402,فضي,أوتوماتيك,هجين,مستعملة,733356528,ذمار,/static/images/cars/فضي_هايلاندر_تويوتا.car.svg
7133,معرض السيارات الحديثة,تويوتا كامري,تويوتا,كامري,2017,19700,145658,رمادي,عادي,هجين,مستعملة,719880664,إب,/static/images/cars/رمادي_كامري_تويوتا.car.svg
7134,معرض القمة,هوندا أكورد,هوندا,أكورد,2021,31100,57148,أسود,أوتوماتيك,ديزل,مستعملة,731586275,تعز,/static/images/cars/أسود_أكورد_هوندا.car.svg
7135,معرض الأصالة,فورد موستانج,فورد,موستانج,2021,31200,73694,فضي,أوتوماتيك,هجين,مستعملة,782247083,إب,/static/images/cars/فضي_موستانج_فورد.car.svg
7136,معرض الرواد,مرسيدس C-Class,مرسيدس,C-Class,2018,45600,70931,لؤلؤي,أوتوماتيك,بنزين,مستعملة,762549770,عدن,/static/images/cars/لؤلؤي_C-Class_مرسيدس.car.svg
7137,معرض النخبة,مرسيدس S-Class,مرسيدس,S-Class,2026,69000,0,رمادي,أوتوماتيك,هجين,جديدة,798133528,إب,/static/images/cars/رمادي_S-Class_مرسيدس.car.svg
7138,معرض السيارات الحديثة,فورد إكسبلورر,فورد,إكسبلورر,2023,38700,40652,أحمر,أوتوماتيك,بنزين,مستعملة,737839480,الحديدة,/static/images/cars/أحمر_إكسبلورر_فورد.car.svg
7139,معرض التميز,بي إم دبليو X3,بي إم دبليو,X3,2016,36300,134775,لؤلؤي,عادي,ديزل,مستعملة,781921030,إب,/static/images/cars/لؤلؤي_X3_بي إم دبليو.car.svg
7140,معرض التميز,مرسيدس S-Class,مرسيدس,S-Class,2019,43900,117237,رمادي,أوتوماتيك,بنزين,مستعملة,796839687,إب,/static/images/cars/رمادي_S-Class_مرسيدس.car.svg
7141,معرض الأصالة,مرسيدس GLC,مرسيدس,GLC,2022,50900,52352,أزرق,عادي,هجين,مستعملة,762622360,عدن,/static/images/cars/أزرق_GLC_مرسيدس.car.svg
7142,معرض التميز,هيونداي توسان,هيونداي,توسان,2018,19200,92040,أسود,أوتوماتيك,بنزين,مستعملة,758326438,حضرموت,/static/images/cars/أسود_توسان_هيونداي.car.svg
7143,معرض القمة,تويوتا راف فور,تويوتا,راف فور,2020,25000,104345,أسود,أوتوماتيك,بنزين,مستعملة,792080654,عدن,/static/images/cars/أسود_راف فور_تويوتا.car.svg
7144,معرض الأصالة,تويوتا كامري,تويوتا,كامري,2015,16600,130945,أزرق,أوتوماتيك,بنزين,مستعملة,790786031,صنعاء,/static/images/cars/أزرق_كامري_تويوتا.car.svg
7145,معرض الرواد,هيونداي إلنترا,هيونداي,إلنترا,2024,34900,31106,أبيض,أوتوماتيك,هجين,مستعملة,790632692,صنعاء,/static/images/cars/أبيض_إلنترا_هيونداي.car.svg
7146,معرض النخبة,هيونداي سوناتا,هيونداي,سوناتا,2022,29600,63199,أحمر,عادي,ديزل,مستعملة,716400189,الحديدة,/static/images/cars/أحمر_سوناتا_هيونداي.car.svg
7147,معرض النجوم,فورد إيدج,فورد,إيدج,2015,19000,170055,أبيض,أوتوماتيك,هجين,مستعملة,743581617,إب,/static/images/cars/أبيض_إيدج_فورد.car.svg
7148,معرض النخبة,هيونداي توسان,هيونداي,توسان,2025,35200,15118,فضي,عادي,هجين,مستعملة,775999953,الحديدة,/static/images/cars/فضي_توسان_هيونداي.car.svg
7149,معرض النخبة,تويوتا راف فور,تويوتا,راف فور,2025,45700,0,رمادي,أوتوماتيك,كهربائي,جديدة,736428908,الحديدة,/static/images/cars/رمادي_راف فور_تويوتا.car.svg
7150,معرض القمة,هوندا أكورد,هوندا,أكورد,2018,25500,72899,أحمر,عادي,هجين,مستعملة,795431540,تعز,/static/images/cars/أحمر_أكورد_هوندا.car.svg
7151,معرض الأصالة,هوندا بايلوت,هوندا,بايلوت,2022,31800,46385,أبيض,عادي,ديزل,مستعملة,735771556,ذمار,/static/images/cars/أبيض_بايلوت_هوندا.car.svg
7152,معرض القمة,تويوتا راف فور,تويوتا,راف فور,2022,31600,58826,رمادي,أوتوماتيك,ديزل,مستعملة,743176225,حضرموت,/static/images/cars/رمادي_راف فور_تويوتا.car.svg
7153,معرض السيارات الحديثة,فورد موستانج,فورد,موستانج,2016,18800,176342,لؤلؤي,أوتوماتيك,هجين,مستعملة,750119013,الحديدة,/static/images/cars/لؤلؤي_موستانج_فورد.car.svg
7154,معرض القمة,فورد إكسبيديشن,فورد,إكسبيديشن,2018,23700,112318,أزرق,أوتوماتيك,ديزل,مستعملة,724283104,المكلا,/static/images/cars/أزرق_إكسبيديشن_فورد.car.svg
7155,معرض الرواد,هيونداي سوناتا,هيونداي,سوناتا,2015,11400,199307,فضي,أوتوماتيك,ديزل,مستعملة,763096519,حضرموت,/static/images/cars/فضي_سوناتا_هيونداي.car.svg
7156,معرض الرواد,تويوتا كامري,تويوتا,كامري,2017,22400,111148,أحمر,أوتوماتيك,بنزين,مستعملة,773272089,المكلا,/static/images/cars/أحمر_كامري_تويوتا.car.svg
7157,معرض الرواد,تويوتا راف فور,تويوتا,راف فور,2017,22700,88358,أزرق,أوتوماتيك,بنزين,مستعملة,735671754,المكلا,/static/images/cars/أزرق_راف فور_تويوتا.car.svg
7158,معرض السيارات الحديثة,تويوتا هايلاندر,تويوتا,هايلاندر,2018,24900,110884,أسود,أوتوماتيك,هجين,مستعملة,717866713,صنعاء,/static/images/cars/أسود_هايلاندر_تويوتا.car.svg
7159,معرض النجوم,هيونداي سانتافي,هيونداي,سانتافي,2023,30400,48570,رمادي,أوتوماتيك,بنزين,مستعملة,779022602,تعز,/static/images/cars/رمادي_سانتافي_هيونداي.car.svg
7160,معرض الرواد,تويوتا لاندكروزر,تويوتا,لاندكروزر,2021,29700,76091,لؤلؤي,عادي,هجين,مستعملة,730001486,ذمار,/static/images/cars/لؤلؤي_لاندكروزر_تويوتا.car.svg
7161,معرض الأصالة,فورد إكسبيديشن,فورد,إكسبيديشن,2016,20200,151860,رمادي,عادي,بنزين,مستعملة,712889708,حضرموت,/static/images/cars/رمادي_إكسبيديشن_فورد.car.svg
7162,معرض الأصالة,تويوتا كورولا,تويوتا,كورولا,2020,31200,52574,أحمر,أوتوماتيك,ديزل,مستعملة,744232054,صنعاء,/static/images/cars/أحمر_كورولا_تويوتا.car.svg
7163,معرض النجوم,بي إم دبليو X5,بي إم دبليو,X5,2021,47700,77347,لؤلؤي,أوتوماتيك,كهربائي,مستعملة,714577483,تعز,/static/images/cars/لؤلؤي_X5_بي إم دبليو.car.svg
7164,معرض النخبة,هيونداي إلنترا,هيونداي,إلنترا,2022,27800,57383,أسود,عادي,ديزل,مستعملة,715804102,المكلا,/static/images/cars/أسود_إلنترا_هيونداي.car.svg
7165,معرض النجوم,فورد إكسبيديشن,فورد,إكسبيديشن,2021,35400,55284,رمادي,أوتوماتيك,هجين,مستعملة,752843270,الحديدة,/static/images/cars/رمادي_إكسبيديشن_فورد.car.svg
7166,معرض الأصالة,تويوتا كامري,تويوتا,كامري,2021,32100,85708,لؤلؤي,أوتوماتيك,ديزل,مستعملة,789186787,تعز,/static/images/cars/لؤلؤي_كامري_تويوتا.car.svg
7167,معرض الرواد,فورد إكسبيديشن,فورد,إكسبيديشن,2020,32400,62441,فضي,أوتوماتيك,بنزين,مستعملة,735818950,إب,/static/images/cars/فضي_إكسبيديشن_فورد.car.svg
7168,معرض النجوم,هوندا بايلوت,هوندا,بايلوت,2020,24800,96017,أبيض,أوتوماتيك,بنزين,مستعملة,726765736,المكلا,/static/images/cars/أبيض_بايلوت_هوندا.car.svg
7169,معرض التميز,هيونداي سانتافي,هيونداي,سانتافي,2015,10200,134056,أبيض,عادي,هجين,مستعملة,747183892,صنعاء,/static/images/cars/أبيض_سانتافي_هيونداي.car.svg
7170,معرض الرواد,مرسيدس S-Class,مرسيدس,S-Class,2021,51100,46877,رمادي,أوتوماتيك,هجين,مستعملة,717760673,صنعاء,/static/images/cars/رمادي_S-Class_مرسيدس.car.svg
7171,معرض الأصالة,هوندا سيفيك,هوندا,سيفيك,2019,25900,100460,أزرق,عادي,هجين,مستعملة,751596244,تعز,/static/images/cars/أزرق_سيفيك_هوندا.car.svg
7172,معرض الأصالة,هوندا أكورد,هوندا,أكورد,2021,29800,79199,فضي,عادي,بنزين,مستعملة,785780561,عدن,/static/images/cars/فضي_أكورد_هوندا.car.svg
7173,معرض النخبة,هوندا بايلوت,هوندا,بايلوت,2025,45800,0,أحمر,عادي,كهربائي,جديدة,791450875,تعز,/static/images/cars/أحمر_بايلوت_هوندا.car.svg
7174,معرض الرواد,مرسيدس C-Class,مرسيدس,C-Class,2021,52800,65951,رمادي,أوتوماتيك,هجين,مستعملة,776061166,تعز,/static/images/cars/رمادي_C-Class_مرسيدس.car.svg
7175,معرض القمة,مرسيدس GLC,مرسيدس,GLC,2016,37600,121769,أحمر,أوتوماتيك,هجين,مستعملة,753988787,صنعاء,/static/images/cars/أحمر_GLC_مرسيدس.car.svg
7176,معرض النخبة,مرسيدس S-Class,مرسيدس,S-Class,2018,41900,106534,أبيض,أوتوماتيك,بنزين,مستعملة,782187539,تعز,/static/images/cars/أبيض_S-Class_مرسيدس.car.svg
7177,معرض النجوم,مرسيدس C-Class,مرسيدس,C-Class,2019,46900,103199,أزرق,عادي,بنزين,مستعملة,747899200,الحديدة,/static/images/cars/أزرق_C-Class_مرسيدس.car.svg
7178,معرض السيارات الحديثة,هوندا سيفيك,هوندا,سيفيك,2016,19900,115454,فضي,أوتوماتيك,هجين,مستعملة,728877808,إب,/static/images/cars/فضي_سيفيك_هوندا.car.svg
7179,معرض السيارات الحديثة,فورد موستانج,فورد,موستانج,2026,45900,5000,أبيض,عادي,بنزين,مستعملة,713986378,إب,/static/images/cars/أبيض_موستانج_فورد.car.svg
7180,معرض النخبة,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2026,61900,5000,أحمر,أوتوماتيك,هجين,مستعملة,763937325,الحديدة,/static/images/cars/أحمر_الفئة الثالثة_بي إم دبليو.car.svg
7181,معرض الأصالة,فورد إكسبلورر,فورد,إكسبلورر,2026,46300,5000,فضي,أوتوماتيك,كهربائي,مستعملة,748742819,الحديدة,/static/images/cars/فضي_إكسبلورر_فورد.car.svg
7182,معرض النجوم,فورد إكسبيديشن,فورد,إكسبيديشن,2022,35600,50877,أبيض,عادي,كهربائي,مستعملة,766224477,عدن,/static/images/cars/أبيض_إكسبيديشن_فورد.car.svg
7183,معرض القمة,هيونداي توسان,هيونداي,توسان,2020,22200,87083,أحمر,أوتوماتيك,ديزل,مستعملة,726164091,المكلا,/static/images/cars/أحمر_توسان_هيونداي.car.svg
7184,معرض النخبة,تويوتا راف فور,تويوتا,راف فور,2016,16800,122332,فضي,أوتوماتيك,ديزل,مستعملة,789465463,ذمار,/static/images/cars/فضي_راف فور_تويوتا.car.svg
7185,معرض السيارات الحديثة,تويوتا كورولا,تويوتا,كورولا,2025,39100,12869,لؤلؤي,أوتوماتيك,هجين,مستعملة,782912787,عدن,/static/images/cars/لؤلؤي_كورولا_تويوتا.car.svg
7186,معرض النخبة,فورد إكسبيديشن,فورد,إكسبيديشن,2024,40400,35549,أسود,عادي,كهربائي,مستعملة,781207262,حضرموت,/static/images/cars/أسود_إكسبيديشن_فورد.car.svg
7187,معرض الرواد,تويوتا لاندكروزر,تويوتا,لاندكروزر,2024,39600,19001,أسود,أوتوماتيك,كهربائي,مستعملة,711276441,الحديدة,/static/images/cars/أسود_لاندكروزر_تويوتا.car.svg
7188,معرض القمة,هوندا CR-V,هوندا,CR-V,2025,38000,8646,أبيض,أوتوماتيك,هجين,مستعملة,723891461,عدن,/static/images/cars/أبيض_CR-V_هوندا.car.svg
7189,معرض النجوم,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2019,42500,89630,رمادي,أوتوماتيك,كهربائي,مستعملة,728664230,عدن,/static/images/cars/رمادي_الفئة الخامسة_بي إم دبليو.car.svg
7190,معرض النجوم,هوندا أكورد,هوندا,أكورد,2020,25200,58165,رمادي,عادي,بنزين,مستعملة,716616919,ذمار,/static/images/cars/رمادي_أكورد_هوندا.car.svg
7191,معرض النجوم,هيونداي توسان,هيونداي,توسان,2024,33800,26024,فضي,أوتوماتيك,بنزين,مستعملة,713273028,عدن,/static/images/cars/فضي_توسان_هيونداي.car.svg
7192,معرض السيارات الحديثة,فورد إيدج,فورد,إيدج,2017,23400,134036,أبيض,عادي,هجين,مستعملة,751195528,إب,/static/images/cars/أبيض_إيدج_فورد.car.svg
7193,معرض النخبة,هيونداي سوناتا,هيونداي,سوناتا,2022,28200,57312,فضي,عادي,هجين,مستعملة,798680278,المكلا,/static/images/cars/فضي_سوناتا_هيونداي.car.svg
7194,معرض التميز,هيونداي إلنترا,هيونداي,إلنترا,2024,30900,23158,لؤلؤي,عادي,بنزين,مستعملة,721062367,ذمار,/static/images/cars/لؤلؤي_إلنترا_هيونداي.car.svg
